"";"classe 1";"classe 2";"classe 3";"classe 4"
"valle";-7,966;-7,841;79,222;-3,541
"hermano";-23,858;-7,506;-1,658;65,754
"est";-5,49;-4,622;-0,122;19,199
"sufrir";0,785;3,987;-0,902;-3,244
"partir";2,91;-14,301;0,128;1,507
"compartir";0,407;-1,96;-1,942;2,72
"aceptar";17,309;-0,004;-4,359;-5,678
"rey";-4,385;-1,711;-2,881;20,161
"discusión";-0,405;-4,589;0;5,896
"cuerpo";-5,217;50,498;-2,767;-5,909
"superar";37,135;-0,179;-5,066;-14,805
"precisamos";0,632;67,956;-10,532;-26,651
"individuo";1,539;76,423;-13,015;-32,872
"correr";-0,792;0,269;-1,603;2,054
"comprometer";0,036;38,985;-1,998;-18,725
"afecto";-29,925;200,803;-13,213;-13,686
"totalmente";2,469;-1,336;0,011;-0,422
"respecto";0,097;-6,752;76,055;-24,826
"permanente";-0,017;30,739;-3,603;-9,272
"obra";-0,405;-5,943;2,492;2,054
"fundar";-26,629;-15,092;49,731;7,721
"electoral";-24,855;-16,52;26,825;17,912
"consumir";1,117;2,378;0,554;-8,526
"aumentar";71,894;-15,819;-1,827;-15,238
"arma";16,503;-4,766;-0,113;-3,541
"tecnología";89,327;-6,752;-12,885;-18,112
"referir";-6,165;-6,835;131,189;-19,19
"hambre";3,079;-2,762;-0,192;0,001
"mensaje";-4,663;-1,11;-0,013;9,567
"dinero";-1,41;2,598;18,95;-13,094
"conflicto";6,628;2,534;0,145;-17,337
"principal";-4,663;-10,126;92,916;-7,795
"par";-12,638;-17,031;0,065;45,675
"ministerio";-11,512;-10,729;59,31;0
"flor";-22,741;-8,283;-9,234;90,06
"número";-5,858;-6,625;11,991;3,29
"dirigente";-1,522;-0,41;2,7;0,207
"costo";54,294;-4,958;-0,511;-22,933
"formar";9,702;-5,545;-3,31;0,129
"ayer";-17,127;-17,493;17,537;18,332
"perfecto";0,484;28,201;-1,456;-17,653
"entero";24,757;-7,621;-5,19;-0,582
"crecimiento";74,552;-12,868;-3,456;-15,879
"corrupción";25,017;-5,677;-2,447;-2,783
"sur";-5,555;-4,958;14,973;1,298
"contemporáneo";88,374;-0,825;-9,809;-35,866
"precisar";16,17;3,914;-2,467;-19,111
"criticar";7,736;-0,024;0,026;-7,417
"colocar";-7,966;0,353;0,967;2,231
"capitalista";89,132;-2,838;-12,423;-25,663
"tendencia";80,022;-3,688;-9,043;-22,933
"soñar";-1,308;72,26;-10,001;-12,55
"humilde";1,969;-1,979;-7,548;3,883
"altura";-0,21;23,641;-8,287;-1,896
"pp";-11,236;-11,678;-0,444;44,714
"peligro";66,536;-3,688;-2,881;-25,468
"oposición";-13,854;-14,33;221,037;-23,687
"justicia";1,75;-0,151;0,072;-1,393
"batalla";46,837;-8,505;-2,121;-9,675
"tarde";-2,995;-5,53;-5,73;30,913
"interno";9,989;-10,729;10,752;-8,548
"aventura";-29,331;230,013;-14,201;-20,123
"posición";10,347;-10,357;24,987;-19,19
"negro";36,28;-8,517;-4,515;-3,161
"mesa";-3,078;-4,011;2,49;4,682
"faltar";-10,431;-4,774;-5,066;45,933
"actual";22,009;-11,053;16,868;-25,354
"marcha";35,162;-1,843;-4,258;-9,29
"natural";28,232;3,136;-4,74;-24,869
"lío";-2,46;-4,958;2,488;4,71
"representar";5,8;-2,154;19,871;-21,486
"personaje";-14,683;-10,256;23,316;7,031
"fijar";-0,017;-1,576;44,031;-16,323
"colonia";-9,359;-10,589;13,169;8,305
"triunfo";-0,799;87,681;-8,661;-21,967
"sólo";0,636;0,281;12,546;-16,125
"población";-1,522;-7,841;79,222;-11,832
"miedo";1,84;-0,683;-4,019;0,89
"circunstancia";-3,328;11,01;-0,727;-0,111
"alma";-12,385;113,817;-9,425;-9,675
"permanentemente";7,167;32,918;-12,818;-21,486
"carrera";-2,561;-1,092;-0,721;9,714
"campesino";-0,811;-1,335;2,281;0,444
"acumulación";95,607;-2,301;-13,015;-29,94
"triunfar";-3,846;133,171;-8,661;-29,94
"servicio";-3,109;0,353;-5,361;9,312
"progreso";17,433;16,637;-13,015;-21,967
"ganancia";77,015;-6,748;-9,945;-15,501
"repartir";97,551;-12,673;-6,09;-22,533
"presentar";-3,078;-2,838;3,68;2,651
"pegar";-11,236;-9,664;-8,852;67,977
"mitad";-7,91;-9,548;6,997;10,734
"imposible";13,262;-0,342;-5,19;-1,654
"cultivar";-2,413;75,427;-8,28;-12,393
"costar";-0,607;-3,645;-5,91;18,355
"consciente";0,632;20,11;-1,527;-12,822
"interesante";0,185;-0,17;-0,645;0,31
"conservador";90,991;-11,949;-9,358;-16,297
"compromiso";-1,023;37,937;-6,451;-4,805
"zona";-9,894;-6,416;0,072;25,055
"máquina";4,101;-4,39;-7,143;3,538
"exactamente";-10,354;-2,357;15,057;1,94
"corbata";-7,733;-1,344;-8,188;35,46
"reciente|recién";-21,427;-13,64;0,002;57,896
"gigantesco";16,458;-2,357;-0,999;-3,608
"asegurar";48,768;-0,533;-4,682;-20,524
"atención";-5,656;-8,062;54,257;-1,159
"teléfono";-11,804;-5,048;-2,033;40,728
"resultar";-0,489;-0,31;-5,73;9,236
"película";-15,099;-15,059;-7,9;86,271
"pasión";-8,31;72,135;-13,41;-2,068
"límite";0,377;41,926;-8,28;-14,334
"gusto";-29,03;-4,385;-3,631;73,026
"solución";70,733;-9,784;-2,733;-18,607
"presente";-7,555;-0,504;2,736;3,964
"muerto";-7,91;-2,051;26,283;-0,005
"cometer";4,383;30,813;-7,993;-20,239
"alcohol";-16,637;-10,984;180,979;-14,443
"tecnológico";75,559;-6,103;-4,019;-23,687
"siquiera";2,272;-11,44;0,145;1,142
"inteligente";48,768;-5,387;-4,682;-10,186
"grave";45,029;-0,17;-1,307;-28,447
"dormir";-3,846;-2,432;-6,39;27,302
"televisión";-26,793;-10,02;-0,424;68,094
"salida";-0,267;-3,688;20,47;-2,068
"solidaridad";6,835;35,424;-10,14;-25,663
"resto";4,853;-6,103;36,964;-23,687
"mencionar";-7,066;-2,357;54,257;-3,608
"echar";-26,346;49,902;-0,903;-0,027
"afectar";5,968;-7,441;1,287;-0,986
"lindo";-23,083;15,004;-9,163;14,702
"invitar";-23,083;-13,156;8,181;30,384
"tus";-16,466;65,507;-3,806;-1,68
"terrible";8,973;-0,988;-2,071;-0,937
"sentimiento";4,873;4,572;-5,83;-4,258
"presión";3,802;-7,158;18,093;-9,052
"origen";-3,57;-8,289;-0,493;23,314
"escapar";0,109;12,873;-0,493;-7,787
"determinado";-0,006;1,888;-2,307;0,013
"aún";14,602;-0,453;-2,071;-4,194
"utopía";-2,413;92,774;-12,62;-14,334
"señora";-17,345;-4,43;-0,021;35,645
"luz";-0,382;-2,202;-2,733;9,964
"independencia";3,029;-9,548;52,617;-23,194
"rumbo";-5,033;72,518;-2,589;-13,689
"petróleo";7,998;-12,431;2,949;-1,341
"negociación";4,708;-15,059;37,27;-13,449
"italiano";-19,52;-7,674;-5,644;72,821
"chile";-17,504;-11,466;104,789;-1,222
"bandera";-2,1;27,023;-0,145;-7,045
"fiscal";2,927;-9,78;46,061;-19,256
"espacio";-1,931;-5,889;-0,81;16,92
"curioso";0,786;-7,609;19,516;-4,103
"cerrar";-4,728;-4,195;20,385;0,091
"reserva";-0,237;-10,743;26,907;-0,718
"regalar";-2,368;-10,02;-7,521;40,086
"producto";16,137;-3,11;0,027;-6,675
"obvio";3,147;0,121;-2,603;-0,582
"barra";-1,837;-1,332;-6,633;18,729
"acumular";1,372;27,038;-7,143;-11,702
"revés";-0,287;-0,191;13,754;-4,103
"médico";-1,527;-5,466;-0,006;10,489
"imagen";-10,254;99,309;-6,578;-10,415
"frontera";6,176;-14,33;10,679;-3,325
"fallar";21,027;-3,628;-0,083;-7,115
"enseñar";-3,294;11,551;-5,019;0,466
"demostrar";6,98;7,923;-6,578;-8,648
"arrancar";-2,056;6,209;-0,815;0
"actitud";-11,901;27,167;10,226;-12,393
"siete";-9,972;-9,784;3,466;18,175
"ofrecer";-2,146;-3,286;0,011;8,294
"obligación";-11,04;120,926;-5,196;-17,653
"guardar";-2,146;-1,335;-7,331;20,611
"congreso";-17,07;-11,225;176,174;-12,792
"antiguo";-4,404;16,058;-2,879;0
"través";-3,018;-3,067;39,437;-3,118
"iglesia";15,499;-0,761;-2,033;-4,017
"figura";-7,01;-1,09;79,674;-12,611
"español";-15,185;-13,843;-3,693;71,653
"ciento";-0,382;-7,835;8,505;0,444
"tasa";93,221;-13,357;-4,843;-21,715
"masa";70,63;-6,265;-6,017;-17,674
"grado";64,016;-3,11;-9,163;-15,831
"dirección";60,89;-10,261;-4,32;-11,023
"absoluto";43,441;-0,279;-3,215;-21,223
"diputado";-19,075;-11,897;2,31;35,867
"desigualdad";104,291;-12,19;-7,521;-24,181
"colorar";-18,225;-12,87;201,547;-15,755
"científico";69,238;-5,466;-8,773;-14,904
"transmitir";-0,204;58,55;-8,968;-13,24
"sembrar";9,316;8,455;-6,39;-11,903
"periodo";-16,637;-8,843;96,285;-1,492
"establecer";15,817;-5,466;-1,341;-1,042
"bolsillo|bolso";12,042;0,849;-1,899;-9,571
"voto";-17,07;-11,225;36,694;4,422
"surgir";0;-2,597;4,699;-0,131
"superior";23,482;2,929;-6,766;-17,177
"rápido";36,014;-1,478;-6,39;-8,247
"reunión";-21,874;-7,441;116,113;-2,56
"plazo";49,155;-0,504;-3,693;-22,701
"especial";-17,07;-5,466;-0,006;36,948
"americano";10,518;-9,78;3,326;-3,937
"industriar";15,817;-0,976;-0,636;-5,957
"gasto";-5,166;22,362;13,933;-21,983
"ejército";19,972;-5,823;-0,007;-5,219
"desastre";23,724;-7,609;-1,574;-2,154
"dar|decir";-3,294;4,198;-11,04;7,133
"bárbaro";-0,02;-3,464;-2,879;9,236
"base";22,757;-14,816;2,949;-7,787
"viaje";-13,917;-6,71;-2,033;48,445
"sobrar";-2,743;11,284;-4,906;0,292
"minoría";-6,166;105,817;-4,494;-20,731
"línea";0,038;-8,374;0,227;3,491
"identificar";47,415;-6,71;-0,477;-16,229
"avance";86,597;-12,627;-6,017;-17,674
"actividad";21,027;-9,059;-2,157;-0,653
"pedazo";-2,803;-0,011;-7,143;14,702
"imperio";47,895;-9,78;-0,72;-12,157
"honor";-15,341;-4,634;1,666;21,495
"equipo";-13,917;-3,622;99,265;-6,67
"descubrir";-19,989;106,661;-6,954;-4,978
"robar";0,471;9,568;-0,318;-8,022
"potencia";12,6;-9,78;0,46;-1,913
"plan";3,401;-13,843;1,681;0,091
"conducta";65,001;-2,361;-7,022;-20,494
"aplicar";41,674;-10,02;-1,64;-7,068
"visitar";-13,497;-12,87;0,717;35,46
"repente";-10,254;0,008;-4,843;23
"punta";-8,328;-4,227;-0,72;27,332
"planta";-15,341;-0,162;-0,913;24,314
"paraguay";-4,524;-3,826;49,77;-3,317
"indio";16,766;-4,951;-0,388;-2,73
"barato";-5,952;-0,744;0,186;7,723
"acto";-13,497;-1,344;2,523;11,075
"serio";-2,016;4,607;-0,083;-0,035
"seis";-26,346;-11,949;0,208;57,506
"reforma";5,071;-9,299;9,975;-4,528
"propiedad";24,2;2,562;-5,459;-18,765
"promedio";52,65;-2,533;-5,274;-15,746
"lenguaje";2,837;2,609;0,011;-9,571
"socialismo";38,018;-5,167;-2,157;-8,865
"sobriedad";-21,301;193,324;-10,645;-21,223
"presuponer";-1,413;-3,826;-0,545;11,509
"positivo";8,279;9,899;-3,636;-15,746
"mpp";-21,301;-10,743;49,338;3,08
"cortar";-0,189;-4,227;-2,599;11,73
"concentración";79,988;-7,441;-7,41;-18,765
"clave";-0,549;4,969;16,928;-19,256
"armar";-2,501;-5,603;14,699;0,276
"recorrer";-10,994;-4,634;-4,32;44,876
"lujo";-0,373;-4,634;-4,32;16,377
"expresar";25,317;-0,732;-0,631;-12,878
"corazón";-3,013;64,629;-7,022;-8,865
"continuar";-0,62;25,937;-0,083;-10,806
"aplauso";-14,713;-3,239;-6,634;53,337
"aparato";11,705;-3,067;-2,751;-0,331
"probable";1,186;-4,84;0,717;0,014
"popular";0;-8,14;37,918;-5,934
"francés";16,766;-6,746;-0,051;-2,73
"existencia";-1,832;81,252;-5,644;-19,256
"egoísmo";-1,096;94,637;-9,856;-21,983
"dominar";54,698;-2,708;-5,459;-16,227
"debatir";-11,825;-5,603;151,737;-18,765
"nota";-16,028;-2,533;-2,302;41,724
"evolución";45,924;-4,026;-0,63;-18,765
"estados unidos";4,07;-12,141;23,795;-8,327
"delante";11,367;2,562;-5,459;-7,919
"pata";-3,291;-0,248;-9,461;21,337
"formidable";43,964;-2,533;-1,272;-18,274
"encantar";-16,028;-1,506;-9,461;54,456
"diario";-0,118;-4,026;24,908;-3,623
"líder";-1,786;-6,746;42,787;-2,73
"increíble";-2,756;-4,227;-5,644;27,332
"factor";42,016;0,093;-5,09;-23,396
"extremo";32,428;-4,522;0,097;-16,315
"explotar";15,338;0,21;-1,873;-9,917
"digital";57,287;-0,018;-9,461;-23,895
"conclusión";-13,621;2,851;-2,302;11,509
"chacra";-18,185;-9,059;-5,09;72,083
"cantar";-11,49;0,384;-8,474;25,949
"ayuda";-1,881;18,339;-6,39;-0,072
"necesario";-5,607;48,085;-2,157;-5,558
"jamás";17,044;-3,826;-1,272;-2,294
"fracaso";5,631;10,571;-7,022;-8,865
"débil";49,016;-0,365;-4,541;-21,901
"consumista";52,65;0,053;-9,461;-23,895
"violencia";32,431;0,008;-2,599;-19,256
"venta";-16,466;-11,897;225,531;-24,393
"tarea";-0,016;-1,8;0,088;1,042
"suceder";-1,95;-5,145;39,743;-2,836
"papa";-9,001;-5,167;-0,083;25,815
"tranquilo";-9,395;-7,209;-0,121;30,684
"presencia";-6,836;-6,746;1,869;13,494
"infinito";0;75,734;-7,993;-25,889
"expresidente";-20,533;-8,818;14,101;15,893
"esclavo";-12,967;5,595;9,359;-0,752
"uso";-0,703;-1,864;0,515;1,977
"unidad";21,483;-7,907;-0,021;-4,258
"suponer";-8,708;-3,067;4,501;7,276
"rodear";-11,825;35,157;-5,459;0,049
"plantar";-9,359;-4,309;-4,359;40,832
"orden";-2,288;43,58;-6,017;-4,585
"modo";-0,62;1,988;-0,464;0,015
"consumidor";12,912;-1,096;2,098;-14,308
"arte";-2,016;3,162;-7,022;3,927
"siguiente";-6,471;-2,026;14,921;0,425
"escalón";34,499;-2,489;-3,997;-8,17
"contexto";0,81;-6,746;33,007;-10,36
"contestar";-14,48;-5,823;-0,007;33,977
"cielo";-1,159;70,66;-6,39;-16,229
"agricultura";-1,034;-6,746;53,835;-6,719
"senado";-18,185;-6,977;-0,083;43,964
"revolucionario";-5,952;0,921;1,465;0,4
"interesar";0,068;6,836;-0,388;-3,864
"disparar";-15,962;14,587;-6,054;6,971
"característica";0,471;3,858;-1,873;-1,559
"trump";-0,08;-6,515;29,947;-3,543
"simple";-8,954;7,026;0,76;0
"reducir";51,632;-4,471;-3,11;-15,043
"cuba";-6,312;-5,372;10,032;3,689
"condenar";7,231;8,312;-7,022;-8,865
"asumir";-7,95;-2,708;71,6;-6,303
"vía";-0,013;-3,681;16,168;-2,069
"sustituir";32,428;0,025;-2,972;-19,005
"regular";13,948;-10,682;12,719;-13,83
"escenario";-8,954;-4,098;0,76;15,616
"abrazo";-14,713;-2,026;-8,869;53,337
"lista";-10,585;-11,168;1,869;24,27
"inglés";48,58;-4,951;-4,906;-10,36
"habitante";-11,914;-8,339;9,982;11,075
"frase";-13,621;-0,744;-0,545;24,265
"fracasar";36,628;-3,681;-1,211;-11,93
"ambiente";36,06;-0,248;-7,216;-11,254
"prensa";0,06;-6,056;32,872;-7,194
"obligar";17,972;-2,026;-0,318;-6,328
"memoria";-4,932;-6,515;-3,136;32,713
"incluir";7,934;0,145;0,326;-12,475
"ex";-17,345;-10,02;73,069;0
"empresario";-10,644;-3,888;9,359;6,006
"casar";-15,075;-9,71;-7,882;74,638
"áfrica";7,588;-6,285;-1,734;0,198
"sueldo";-11,398;-1,344;1,483;11,075
"premio";-16,028;7,738;-7,216;13,684
"expresión";2,455;16,684;-0,195;-21,402
"empujar";22,064;3,502;-4,178;-20,904
"costumbre";-13,839;62,962;-6,247;-1,128
"clandestino";55,793;-2,026;-3,136;-22,399
"cargar";-2,739;9,243;0,001;-0,933
"pronto";-1,413;-5,385;9,975;0,4
"impresión";9,836;-2,192;-0,388;-1,793
"farmacia";-11,49;-8,099;67,293;-0,545
"crítico";20,616;-6,056;-0,727;-2,925
"celular";-12,415;-4,027;-4,517;46,468
"burocracia";25,414;-1,864;-1,734;-7,606
"acostumbrar";2,674;-0,008;-0,232;-1,317
"rural";-5,267;-11,168;-1,042;34,414
"red";0,637;-5,599;3,221;-0,042
"prácticamente";-3,013;-0,64;46,244;-8,865
"mecanismo";53,697;-6,285;-1,734;-16,315
"gritar";-13,621;17,974;-7,216;4,69
"eléctrico";-3,601;-6,515;1,094;10,148
"cuadro";-0,262;-1,864;-6,44;13,31
"coraje";-1,218;48,085;-5,09;-8,865
"bicicleta";-14,631;-7,142;-7,685;66,942
"barbaridad";3,15;-8,339;2,346;-0,266
"veterano";-9,386;-0,336;-2,024;21,271
"universitario";23,867;-6,515;-0,026;-6,328
"repetir";-6,471;-0,45;-1,873;17,105
"militante";-7,065;-4,098;-8,277;43,223
"información";-4,708;0,006;0,368;2,512
"influir";8,815;-0,52;-3,818;-0,588
"fundamentalmente";-0,494;-5,145;5,829;0,486
"funcionario";-0,063;-3,27;26,471;-5,202
"concentrar";27,072;-2,671;-0,119;-11,938
"caída";4,231;0,453;-0,464;-4,192
"arena";-18,299;-9,953;26,698;7,742
"solucionar";23,435;-6,665;0,165;-8,375
"precisamente";-5,051;3,885;0,905;-0,042
"periodista";-16,407;-10,439;-1,599;59,076
"palo";3,031;-1,365;-2,157;0,187
"institución";-2,204;2,803;3,561;-2,069
"desesperar";1,04;14,587;-8,277;-3,8
"derrota";-5,752;89,775;-6,247;-13,354
"cuarto";-2,739;-4,098;-1,466;18,315
"conmigo";-15,518;-2,489;-5,861;50,353
"alemania";7,243;-5,827;-2,649;0,453
"tercero";-4,708;-7,381;7,511;5,093
"socialista";17,725;-6,056;8,133;-18,51
"perspectiva";21,027;-5,167;-0,464;-4,192
"marca";0;-5,827;0,001;3,939
"herencia";-2,467;22,383;-0,54;-3,47
"esquina";-0,262;-0,05;-1,734;2,98
"destino";7,655;-5,145;2,402;-4,097
"convertir";-15,518;-3,888;141,89;-14,851
"control";-0,158;-4,471;52,319;-12,422
"separar";17,725;-2,859;-2,809;-1,922
"paraíso";-0,131;0,844;0,048;-0,349
"objetivo";10,361;1,009;-2,809;-7,194
"maestro";-8,608;-2,192;-9,066;42,158
"globalización";64,748;-3,068;-7,29;-18,413
"educar";44,933;-0,732;-8,277;-12,878
"documento";-16,512;-8,981;86,128;-0,637
"delito";75,593;-9,059;-5,09;-17,784
"cuota";-3,601;97,38;-8,869;-16,804
"convivir";34,682;-2,131;-5,475;-7,315
"complicar";-15,518;68,554;-3,997;-2,344
"carta";-4,601;-4,522;-0,828;21,244
"zapato";-11,49;0,055;-8,474;29,355
"rol";-3,04;-3,474;0,064;9,479
"riesgo";2,645;-1,506;22,249;-18,274
"ocupar";-0,736;0,545;19,356;-10,519
"mentira";2,645;5,843;-5,274;-3,317
"laburar";-12,097;-0,061;-5,475;29,814
"conversación";-8,555;-6,427;0,875;18,192
"calificar";22,064;-10,196;-0,631;-1,674
"burguesía";17,046;-4,695;-0,856;-2,241
"apoyar";-0,575;-4,471;40,113;-6,062
"apenas";10,966;0,227;-0,454;-9,722
"anterior";-5,399;-2,672;70,035;-8,602
"venezolano";0,123;-10,196;21,346;-1,674
"unión";8,815;-9,71;19,782;-14,364
"responsable";-0,557;-0,287;24,109;-7,194
"mostrar";-2,225;-4,522;-0,009;11,075
"maduro";-11,663;-6,904;53,792;-0,045
"lengua";23,726;-10,439;-1,599;-1,128
"intercambio";10,695;-4,736;11,974;-16,804
"desgracia";0,47;14,587;0,001;-15,338
"cuándo";-8,608;0;-0,051;9,283
"confianza";0,637;18,808;-3,997;-8,17
"color";-3,711;5,754;-1,874;0,899
"ciudadano";2,175;-9,953;0,281;0,627
"quizás";-4,932;-8,579;5,077;8,23
"preparar";1,38;-4,248;-1,581;2,472
"perfectamente";-4,037;-0,336;8,736;0,017
"peligroso";11,976;-7,142;8,103;-11,458
"particular";-1,253;-2,869;5,221;0,525
"italia";-13,403;-7,86;-0,143;39,02
"dato";10,027;-9,953;0,281;-0,752
"convenir";0,114;-2,131;8,103;-1,806
"consumar|consumir";23,726;-4,309;-2,809;-2,925
"caro";-0,127;-1,114;8,103;-1,007
"calidad";16,23;-5,827;0,207;-5,186
"aprovechar";0;-2,672;-2,649;6,971
"serie";2,556;-5,372;1,068;-0,185
"personalidad";-0,252;7,917;-0,232;-2,241
"norte";-3,013;-1,365;1,658;2,794
"marcar";1,019;0,21;-3,136;0
"dulce";-13,403;53,663;-8,277;-0,096
"doctor";-15,618;-8,495;85,295;-0,886
"destruir";-1,159;69,22;-6,247;-15,827
"criterio";21,696;-6,427;-1,726;-1,96
"controlar";-0,912;-1,957;6,34;0,017
"comenzar";-14,713;-4,736;11,974;8,23
"rojo";2,437;-2,458;-0,006;-0,023
"relativo";41,775;-1,62;-1,726;-17,915
"progresista";20,114;-3,068;1,673;-15,538
"piedra";-17,852;10,699;-3,818;8,577
"gana";-4,37;-0,061;-5,475;16,805
"función";-0,013;1,626;-1,211;-0,009
"fe";-8,15;71,578;-3,818;-7,74
"sostener";12,597;4,663;-6,247;-11,091
"saludar";-15,075;-7,381;-1,211;48,437
"poderoso";8,475;0,057;-3,462;-2,533
"perdón";-10,366;-6,189;1,048;19,757
"patria";9,154;-7,86;0,207;-0,933
"multinacional";32,599;-3,681;-5,668;-4,453
"héroe";-3,957;5,112;-0,631;0,453
"hospital";-8,954;-0,732;-0,143;15,616
"financiero";38,889;-7,142;-0,373;-11,458
"dimensión";9,364;-0,257;0,165;-8,375
"barco";-5,21;-3,068;-3,286;26,41
"soportar";-1,253;11,259;3,368;-10,051
"pescar";-13,744;-4,695;-0,001;30,122
"participación";0,644;-6,904;18,227;-3,749
"incorporar";28,804;-0,52;-3,818;-9,722
"estudio";-15,075;-9,71;136,959;-7,74
"enamorar";-9,359;-0,287;-2,809;22,753
"agujero";-0,639;-0,52;-2,332;6,722
"aborto";27,072;-6,189;-0,119;-7,491
"quejar";-8,954;-4,098;-1,466;31,258
"pérdida";5,555;-5,827;6,44;-5,186
"propósito";-10,366;-4,248;122,332;-14,548
"placer";-15,075;-5,372;-5,668;58,24
"norteamericano";-1,253;-4,471;34,617;-3,077
"mate";-14,631;-5,145;-2,177;46,526
"joder";2,266;-6,904;-7,488;8,345
"guerrillero";-13,403;-4,098;-0,143;31,258
"firmar";-13,301;-8,738;10,142;12,653
"facultad";-11,663;-4,919;-5,283;49,344
"exterior";1,332;-4,919;31,168;-13,391
"cristina";-17,405;-9,467;1,249;33,645
"aparte";-1,102;-1,114;-2,177;9,479
"tortura";-9,386;-6,904;1,45;18,21
"radio";-16,959;-9,224;-7,488;76,523
"primitivo";-3,809;30,465;-0,04;-6,62
"motor";0,132;5,478;-1,873;-1,559
"industrial";50,82;-6,904;-7,488;-6,893
"fábrica";0,188;-7,766;-2,423;9,89
"elemento";15,726;0,421;-2,024;-10,988
"tien";2,556;-1,255;-0,454;-0,009
"semilla";-5,423;11,037;-6,502;2,235
"perro";-1,744;3,502;-6,054;2,745
"juicio";-0,047;2,486;1,885;-4,816
"favorecer";8,475;-0,029;-0,012;-6,893
"evitar";-0,063;-0,979;14,68;-3,749
"estratégico";5,517;-2,097;1,706;-4,463
"boca";-13,744;-0,849;56,334;-2,241
"astori";-7,731;-8,252;107,58;-9,122
"apellido";-8,447;-6,066;-4,924;44,478
"suelo";-3,392;-1,62;-0,171;10,259
"probar";-5,21;-1,787;32,841;-1,317
"pbi";25,916;-1,054;-1,451;-10,112
"francia";-2,466;-6,665;78,088;-10,519
"cabo";-5,752;51,334;-2,809;-5,561
"trampa";11,671;2,461;-7,29;-6,476
"subliminal";55,955;-1,957;-7,488;-16,032
"risa";-6,573;-1,62;-7,093;32,28
"resistir";-0,912;15,407;-3,462;-0,814
"porquería";48,693;-4,695;-7,29;-8,375
"pie";0,326;0,227;-2,332;0,058
"hacerlo";15,49;-0,726;-0,746;-6,062
"dividir";12,778;-1,62;-0,746;-3,077
"directo";-1,253;-0,726;16,681;-1,96
"cubrir";0,834;23,695;-2,332;-14,364
"corte";-4,852;-6,427;-3,11;32,28
"contenido";-7,065;109,038;-8,277;-15,338
"aspecto";3,13;0;1,919;-7,931
"anciano";-16,065;21,323;-4,899;3,192
"viento";1,44;-1,003;-6,304;2,698
"tod";-3,079;6,931;-2,936;0,729
"someter";-0,196;46,756;-6,502;-10,973
"regla";27,011;-0,257;-1,874;-12,906
"perseguir";2,375;0,857;-4,708;-0,339
"pasto";-2,479;0,061;-6,502;11,182
"liberación";-4,312;3,65;24,601;-12,08
"feudales";-1,675;-5,952;44,478;-3,714
"espalda";-14,278;23,036;-2,423;0,795
"cu";-12,097;-7,142;0,064;29,814
"canal";2,266;-9,224;2,697;-0,045
"apoyo";-3,079;-0,61;48,365;-9,586
"alemán";-5,573;-6,904;-0,299;24,568
"turco";-12,046;-6,552;-5,319;54,354
"soler";-1,744;14,587;-2,649;-0,407
"pila";-6,573;21,323;-1,726;-0,114
"merecer";7,311;0,105;-3,286;-2,241
"marketing";2,505;-1,003;-6,304;1,606
"mar";23,395;-6,189;-2,936;-1,691
"intendente";-9,077;-7,766;7,493;9,89
"ingreso";4,538;-8,738;16,681;-7,931
"ideológico";27,183;-0,4;-2,593;-10,973
"explicación";-8,555;14,259;13,209;-10,051
"derrotar";2,375;15,311;-2,936;-11,938
